anio,mes,indice_tiempo,provincia,concepto,cantidad_mm3,produccion_mes_anterior,produccion_dos_meses_antes,promedio_3_meses,variacion_mes_anterior
2017,8,2017-08,Neuquén,Producción convencional,977651.4666510049,977724.5885917773,947777.7500721792,970503.6112245979,29946.838519598008
2017,9,2017-09,Neuquén,Producción convencional,943088.6773603032,977651.4666510049,977724.5885917773,967717.9351049871,-73.12194077239837
2017,10,2017-10,Neuquén,Producción convencional,954141.1257315559,943088.6773603032,977651.4666510049,966154.9108676951,-34562.78929070162
2017,11,2017-11,Neuquén,Producción convencional,884018.8738167126,954141.1257315559,943088.6773603032,958293.7565809548,11052.448371252627
2017,12,2017-12,Neuquén,Producción convencional,902340.157658672,884018.8738167126,954141.1257315559,927082.8923028572,-70122.25191484322
2018,1,2018-01,Neuquén,Producción convencional,898319.3848973677,902340.157658672,884018.8738167126,913500.0524023134,18321.283841959317
2018,2,2018-02,Neuquén,Producción convencional,806669.0475591774,898319.3848973677,902340.157658672,894892.8054575841,-4020.7727613042807
2018,3,2018-03,Neuquén,Producción convencional,863174.7265687792,806669.0475591774,898319.3848973677,869109.5300384057,-91650.3373381903
2018,4,2018-04,Neuquén,Producción convencional,861482.8675553717,863174.7265687792,806669.0475591774,856054.3863417747,56505.67900960182
2018,5,2018-05,Neuquén,Producción convencional,852779.43644354,861482.8675553717,863174.7265687792,843775.5472277761,-1691.8590134074911
2018,6,2018-06,Neuquén,Producción convencional,816792.3482273174,852779.43644354,861482.8675553717,859145.676855897,-8703.431111831684
2018,7,2018-07,Neuquén,Producción convencional,837835.0329615894,816792.3482273174,852779.43644354,843684.8840754097,-35987.08821622259
2018,8,2018-08,Neuquén,Producción convencional,832422.6005975235,837835.0329615894,816792.3482273174,835802.272544149,21042.684734271956
2018,9,2018-09,Neuquén,Producción convencional,760813.1572364261,832422.6005975235,837835.0329615894,829016.6605954767,-5412.432364065899
2018,10,2018-10,Neuquén,Producción convencional,785287.4651276112,760813.1572364261,832422.6005975235,810356.9302651797,-71609.44336109736
2018,11,2018-11,Neuquén,Producción convencional,710344.4382117084,785287.4651276112,760813.1572364261,792841.0743205203,24474.307891185046
2018,12,2018-12,Neuquén,Producción convencional,712406.1466306492,710344.4382117084,785287.4651276112,752148.3535252485,-74943.02691590274
2019,1,2019-01,Neuquén,Producción convencional,702080.1273638553,712406.1466306492,710344.4382117084,736012.6833233229,2061.708418940776
2019,2,2019-02,Neuquén,Producción convencional,677857.3486703129,702080.1273638553,712406.1466306492,708276.9040687376,-10326.01926679397
2019,3,2019-03,Neuquén,Producción convencional,685510.805661286,677857.3486703129,702080.1273638553,697447.8742216058,-24222.77869354235
2019,4,2019-04,Neuquén,Producción convencional,706797.439528,685510.805661286,677857.3486703129,688482.7605651513,7653.456990973093
2019,5,2019-05,Neuquén,Producción convencional,741247.793,706797.439528,685510.805661286,690055.1979531996,21286.633866713964
2019,6,2019-06,Neuquén,Producción convencional,687151.919924,741247.793,706797.439528,711185.3460630953,34450.35347199999
2019,7,2019-07,Neuquén,Producción convencional,750049.491596,687151.919924,741247.793,711732.3841506667,-54095.8730759999
2019,8,2019-08,Neuquén,Producción convencional,729330.6980100325,750049.491596,687151.919924,726149.73484,62897.57167199999
2019,9,2019-09,Neuquén,Producción convencional,656454.1980016216,729330.6980100325,750049.491596,722177.3698433442,-20718.793585967505
2019,10,2019-10,Neuquén,Producción convencional,719795.195103,656454.1980016216,729330.6980100325,711944.7958692182,-72876.50000841089
2019,11,2019-11,Neuquén,Producción convencional,659067.771102,719795.195103,656454.1980016216,701860.0303715514,63340.997101378394
2019,12,2019-12,Neuquén,Producción convencional,680525.59091629,659067.771102,719795.195103,678439.0547355405,-60727.42400100001
2020,1,2020-01,Neuquén,Producción convencional,670699.312054,680525.59091629,659067.771102,686462.8523737633,21457.81981428992
2020,2,2020-02,Neuquén,Producción convencional,631367.367238,670699.312054,680525.59091629,670097.5580240967,-9826.278862289968
2020,3,2020-03,Neuquén,Producción convencional,664645.303434,631367.367238,670699.312054,660864.09006943,-39331.944815999945
2020,4,2020-04,Neuquén,Producción convencional,603429.880025,664645.303434,631367.367238,655570.6609086666,33277.936195999966
2020,5,2020-05,Neuquén,Producción convencional,659081.758371,603429.880025,664645.303434,633147.516899,-61215.42340900004
2020,6,2020-06,Neuquén,Producción convencional,632054.2730745,659081.758371,603429.880025,642385.6472766666,55651.87834599998
2020,7,2020-07,Neuquén,Producción convencional,666079.41054305,632054.2730745,659081.758371,631521.9704901667,-27027.485296499915
2020,8,2020-08,Neuquén,Producción convencional,669907.01330613,666079.41054305,632054.2730745,652405.1473295167,34025.137468550005
2020,9,2020-09,Neuquén,Producción convencional,633142.5038858,669907.01330613,666079.41054305,656013.5656412267,3827.6027630799217
2020,10,2020-10,Neuquén,Producción convencional,633659.1161672,633142.5038858,669907.01330613,656376.3092449933,-36764.50942032994
2020,11,2020-11,Neuquén,Producción convencional,617164.1253419,633659.1161672,633142.5038858,645569.5444530434,516.6122814000119
2020,12,2020-12,Neuquén,Producción convencional,614579.8702829,617164.1253419,633659.1161672,627988.5817983,-16494.99082529999
2021,1,2021-01,Neuquén,Producción convencional,615134.2348203,614579.8702829,617164.1253419,621801.037264,-2584.2550589999883
2021,2,2021-02,Neuquén,Producción convencional,547785.12027,615134.2348203,614579.8702829,615626.0768150334,554.3645373999607
2021,3,2021-03,Neuquén,Producción convencional,620820.459957,547785.12027,615134.2348203,592499.7417910667,-67349.11455030006
2021,4,2021-04,Neuquén,Producción convencional,599446.6939855,620820.459957,547785.12027,594579.9383491,73035.33968700003
2021,5,2021-05,Neuquén,Producción convencional,622546.799896,599446.6939855,620820.459957,589350.7580708334,-21373.76597149996
2021,6,2021-06,Neuquén,Producción convencional,580342.6044044,622546.799896,599446.6939855,614271.3179461667,23100.10591049993
2021,7,2021-07,Neuquén,Producción convencional,591614.935257,580342.6044044,622546.799896,600778.6994286333,-42204.19549159997
2021,8,2021-08,Neuquén,Producción convencional,581471.381692,591614.935257,580342.6044044,598168.1131858,11272.330852600047
2021,9,2021-09,Neuquén,Producción convencional,548450.777831,581471.381692,591614.935257,584476.3071178001,-10143.553565000067
2021,10,2021-10,Neuquén,Producción convencional,537374.982171,548450.777831,581471.381692,573845.69826,-33020.60386099992
2021,11,2021-11,Neuquén,Producción convencional,498973.231835,537374.982171,548450.777831,555765.713898,-11075.795660000062
2021,12,2021-12,Neuquén,Producción convencional,543851.971415,498973.231835,537374.982171,528266.3306123334,-38401.750336
2022,1,2022-01,Neuquén,Producción convencional,546697.619498,543851.971415,498973.231835,526733.3951403333,44878.73958000005
2022,2,2022-02,Neuquén,Producción convencional,481931.82021,546697.619498,543851.971415,529840.940916,2845.648082999978
2022,3,2022-03,Neuquén,Producción convencional,537775.492239,481931.82021,546697.619498,524160.4703743334,-64765.79928800004
2022,4,2022-04,Neuquén,Producción convencional,487409.898323,537775.492239,481931.82021,522134.9773156667,55843.67202900007
2022,5,2022-05,Neuquén,Producción convencional,530371.429977,487409.898323,537775.492239,502372.40359066665,-50365.59391600004
2022,6,2022-06,Neuquén,Producción convencional,512556.052052,530371.429977,487409.898323,518518.9401796667,42961.53165399999
2022,7,2022-07,Neuquén,Producción convencional,518459.132005,512556.052052,530371.429977,510112.46011733334,-17815.37792499998
2022,8,2022-08,Neuquén,Producción convencional,506726.741909,518459.132005,512556.052052,520462.204678,5903.079953000008
2022,9,2022-09,Neuquén,Producción convencional,477252.380198,506726.741909,518459.132005,512580.64198866667,-11732.390096000046
2022,10,2022-10,Neuquén,Producción convencional,488664.49587,477252.380198,506726.741909,500812.7513706666,-29474.361710999976
2022,11,2022-11,Neuquén,Producción convencional,451985.32672,488664.49587,477252.380198,490881.2059923333,11412.115671999985
2022,12,2022-12,Neuquén,Producción convencional,462049.480375,451985.32672,488664.49587,472634.067596,-36679.16914999997
2023,1,2023-01,Neuquén,Producción convencional,475188.975275,462049.480375,451985.32672,467566.43432166666,10064.153654999973
2023,2,2023-02,Neuquén,Producción convencional,427001.106967,475188.975275,462049.480375,463074.5941233334,13139.49489999999
2023,3,2023-03,Neuquén,Producción convencional,446971.633488,427001.106967,475188.975275,454746.5208723333,-48187.868307999976
2023,4,2023-04,Neuquén,Producción convencional,452912.351131622,446971.633488,427001.106967,449720.57191,19970.52652100002
2023,5,2023-05,Neuquén,Producción convencional,448149.619084319,452912.351131622,446971.633488,442295.03052887396,5940.71764362196
2023,6,2023-06,Neuquén,Producción convencional,410109.12417095,448149.619084319,452912.351131622,449344.5345679803,-4762.732047302998
2023,7,2023-07,Neuquén,Producción convencional,413608.447604957,410109.12417095,448149.619084319,437057.031462297,-38040.49491336901
2023,8,2023-08,Neuquén,Producción convencional,424863.57940038707,413608.447604957,410109.12417095,423955.73028674204,3499.323434007005
2023,9,2023-09,Neuquén,Producción convencional,405885.04593575693,424863.57940038707,413608.447604957,416193.7170587646,11255.13179543009
2023,10,2023-10,Neuquén,Producción convencional,383700.975073,405885.04593575693,424863.57940038707,414785.69098036696,-18978.533464630134
2023,11,2023-11,Neuquén,Producción convencional,319809.401217,383700.975073,405885.04593575693,404816.5334697147,-22184.070862756926
2023,12,2023-12,Neuquén,Producción convencional,336943.876366,319809.401217,383700.975073,369798.47407525236,-63891.57385600003
2024,1,2024-01,Neuquén,Producción convencional,380304.978457,336943.876366,319809.401217,346818.08421866666,17134.475149000005
2024,2,2024-02,Neuquén,Producción convencional,382397.945877262,380304.978457,336943.876366,345686.08534666663,43361.10209100001
2024,3,2024-03,Neuquén,Producción convencional,399965.37181017495,382397.945877262,380304.978457,366548.933566754,2092.9674202619935
2024,4,2024-04,Neuquén,Producción convencional,397982.941955964,399965.37181017495,382397.945877262,387556.09871481237,17567.42593291297
2024,5,2024-05,Neuquén,Producción convencional,404505.033566366,397982.941955964,399965.37181017495,393448.753214467,-1982.4298542109318
2024,6,2024-06,Neuquén,Producción convencional,374782.622815616,404505.033566366,397982.941955964,400817.78244416835,6522.091610401985
2024,7,2024-07,Neuquén,Producción convencional,376419.5735557,374782.622815616,404505.033566366,392423.5327793153,-29722.410750749987
2024,8,2024-08,Neuquén,Producción convencional,397478.971428687,376419.5735557,374782.622815616,385235.74331256066,1636.9507400839939
2024,9,2024-09,Neuquén,Producción convencional,378728.13611214096,397478.971428687,376419.5735557,382893.7226000011,21059.39787298697
2024,10,2024-10,Neuquén,Producción convencional,367201.52473495103,378728.13611214096,397478.971428687,384208.8936988427,-18750.83531654603
2024,11,2024-11,Neuquén,Producción convencional,339867.229906039,367201.52473495103,378728.13611214096,381136.210758593,-11526.611377189925
2024,12,2024-12,Neuquén,Producción convencional,330761.851479238,339867.229906039,367201.52473495103,361932.2969177103,-27334.29482891201
2025,1,2025-01,Neuquén,Producción convencional,363331.008197899,330761.851479238,339867.229906039,345943.53537340934,-9105.378426801006
2025,2,2025-02,Neuquén,Producción convencional,324391.2300146,363331.008197899,330761.851479238,344653.363194392,32569.15671866096
2025,3,2025-03,Neuquén,Producción convencional,343258.624830178,324391.2300146,363331.008197899,339494.6965639123,-38939.778183299
2025,4,2025-04,Neuquén,Producción convencional,332606.07719732,343258.624830178,324391.2300146,343660.28768089233,18867.39481557801
2025,5,2025-05,Neuquén,Producción convencional,350943.94994997093,332606.07719732,343258.624830178,333418.6440140326,-10652.547632857983
2025,6,2025-06,Neuquén,Producción convencional,358835.179411781,350943.94994997093,332606.07719732,342269.55065915635,18337.872752650932
2025,7,2025-07,Neuquén,Producción convencional,357767.17086760694,358835.179411781,350943.94994997093,347461.7355196907,7891.229461810086
2025,8,2025-08,Neuquén,Producción convencional,354006.32400844095,357767.17086760694,358835.179411781,355848.76674311963,-1068.0085441740812
2025,9,2025-09,Neuquén,Producción convencional,319367.423605875,354006.32400844095,357767.17086760694,356869.55809594295,-3760.846859165991
2025,10,2025-10,Neuquén,Producción convencional,302053.315573986,319367.423605875,354006.32400844095,343713.6394939743,-34638.90040256595
2025,11,2025-11,Neuquén,Producción convencional,249635.840157825,302053.315573986,319367.423605875,325142.3543961006,-17314.108031889016
2025,12,2025-12,Neuquén,Producción convencional,269904.17916083697,249635.840157825,302053.315573986,290352.193112562,-52417.475416160974
2026,1,2026-01,Neuquén,Producción convencional,279729.63024766697,269904.17916083697,249635.840157825,273864.444964216,20268.339003011963
2026,2,2026-02,Neuquén,Producción convencional,281575.44168536697,279729.63024766697,269904.17916083697,266423.21652210964,9825.451086829999
2026,3,2026-03,Neuquén,Producción convencional,293298.419315618,281575.44168536697,279729.63024766697,277069.7503646236,1845.811437700002
2026,4,2026-04,Neuquén,Producción convencional,-443278.022963254,293298.419315618,281575.44168536697,284867.8304162173,11722.977630251029
2009,4,2009-04,Rio Negro,Producción convencional,58747.392,60720.9,54915.318,58490.916333333334,5805.582000000002
2009,5,2009-05,Rio Negro,Producción convencional,61251.322,58747.392,60720.9,58127.869999999995,-1973.5080000000016
2009,6,2009-06,Rio Negro,Producción convencional,60289.4,61251.322,58747.392,60239.871333333336,2503.9300000000003
2009,7,2009-07,Rio Negro,Producción convencional,54975.402,60289.4,61251.322,60096.038,-961.9219999999987
2009,8,2009-08,Rio Negro,Producción convencional,56662.163,54975.402,60289.4,58838.708000000006,-5313.998
2009,9,2009-09,Rio Negro,Producción convencional,54400.125,56662.163,54975.402,57308.988333333335,1686.7609999999986
2009,10,2009-10,Rio Negro,Producción convencional,60091.718,54400.125,56662.163,55345.89666666667,-2262.0380000000005
2009,11,2009-11,Rio Negro,Producción convencional,57542.747,60091.718,54400.125,57051.33533333333,5691.593000000001
2009,12,2009-12,Rio Negro,Producción convencional,55530.76,57542.747,60091.718,57344.86333333334,-2548.9709999999977
2010,1,2010-01,Rio Negro,Producción convencional,54042.94475,55530.76,57542.747,57721.74166666667,-2011.987000000001
2010,2,2010-02,Rio Negro,Producción convencional,50796.908,54042.94475,55530.76,55705.48391666667,-1487.8152499999997
2010,3,2010-03,Rio Negro,Producción convencional,56137.603,50796.908,54042.94475,53456.87091666667,-3246.0367499999993
2010,4,2010-04,Rio Negro,Producción convencional,56460.277,56137.603,50796.908,53659.15191666666,5340.695
2010,5,2010-05,Rio Negro,Producción convencional,58549.467,56460.277,56137.603,54464.92933333333,322.67399999999907
2010,6,2010-06,Rio Negro,Producción convencional,54942.258,58549.467,56460.277,57049.11566666667,2089.189999999995
2010,7,2010-07,Rio Negro,Producción convencional,54345.481,54942.258,58549.467,56650.66733333334,-3607.2089999999953
2010,8,2010-08,Rio Negro,Producción convencional,55743.497,54345.481,54942.258,55945.73533333334,-596.7770000000019
2010,9,2010-09,Rio Negro,Producción convencional,57668.449,55743.497,54345.481,55010.412000000004,1398.0160000000033
2010,10,2010-10,Rio Negro,Producción convencional,56412.505,57668.449,55743.497,55919.14233333333,1924.9519999999975
2010,11,2010-11,Rio Negro,Producción convencional,61400.852,56412.505,57668.449,56608.15033333333,-1255.9440000000031
2010,12,2010-12,Rio Negro,Producción convencional,64943.038,61400.852,56412.505,58493.93533333333,4988.347000000002
2011,1,2011-01,Rio Negro,Producción convencional,65365.595,64943.038,61400.852,60918.79833333334,3542.1860000000015
2011,2,2011-02,Rio Negro,Producción convencional,63416.168,65365.595,64943.038,63903.16166666666,422.5570000000007
2011,3,2011-03,Rio Negro,Producción convencional,72917.37,63416.168,65365.595,64574.93366666667,-1949.4270000000033
2011,4,2011-04,Rio Negro,Producción convencional,70535.506,72917.37,63416.168,67233.04433333334,9501.201999999997
2011,5,2011-05,Rio Negro,Producción convencional,73929.263,70535.506,72917.37,68956.348,-2381.8640000000014
2011,6,2011-06,Rio Negro,Producción convencional,72679.729,73929.263,70535.506,72460.713,3393.7570000000123
2011,7,2011-07,Rio Negro,Producción convencional,80351.156,72679.729,73929.263,72381.49933333334,-1249.5339999999997
2011,8,2011-08,Rio Negro,Producción convencional,105500.409,80351.156,72679.729,75653.38266666667,7671.426999999996
2011,9,2011-09,Rio Negro,Producción convencional,80586.133,105500.409,80351.156,86177.098,25149.252999999997
2011,10,2011-10,Rio Negro,Producción convencional,82694.156,80586.133,105500.409,88812.566,-24914.275999999998
2011,11,2011-11,Rio Negro,Producción convencional,80424.733,82694.156,80586.133,89593.56599999999,2108.023000000001
2011,12,2011-12,Rio Negro,Producción convencional,83899.761,80424.733,82694.156,81235.00733333333,-2269.42300000001
2012,1,2012-01,Rio Negro,Producción convencional,82942.804,83899.761,80424.733,82339.54999999999,3475.0280000000057
2012,2,2012-02,Rio Negro,Producción convencional,80493.529,82942.804,83899.761,82422.43266666667,-956.9569999999949
2012,3,2012-03,Rio Negro,Producción convencional,92105.849,80493.529,82942.804,82445.36466666666,-2449.2750000000087
2012,4,2012-04,Rio Negro,Producción convencional,86883.397,92105.849,80493.529,85180.72733333333,11612.320000000007
2012,5,2012-05,Rio Negro,Producción convencional,89956.367,86883.397,92105.849,86494.25833333332,-5222.452000000005
2012,6,2012-06,Rio Negro,Producción convencional,89209.259,89956.367,86883.397,89648.53766666667,3072.970000000001
2012,7,2012-07,Rio Negro,Producción convencional,91190.956,89209.259,89956.367,88683.00766666669,-747.1079999999929
2012,8,2012-08,Rio Negro,Producción convencional,90285.208,91190.956,89209.259,90118.86066666669,1981.6970000000001
2012,9,2012-09,Rio Negro,Producción convencional,85961.818,90285.208,91190.956,90228.47433333333,-905.7480000000069
2012,10,2012-10,Rio Negro,Producción convencional,91064.501,85961.818,90285.208,89145.994,-4323.389999999999
2012,11,2012-11,Rio Negro,Producción convencional,84755.011,91064.501,85961.818,89103.84233333333,5102.6830000000045
2012,12,2012-12,Rio Negro,Producción convencional,88011.542,84755.011,91064.501,87260.44333333334,-6309.490000000005
2013,1,2013-01,Rio Negro,Producción convencional,86773.193,88011.542,84755.011,87943.68466666667,3256.5310000000027
2013,2,2013-02,Rio Negro,Producción convencional,76158.687,86773.193,88011.542,86513.24866666667,-1238.349000000002
2013,3,2013-03,Rio Negro,Producción convencional,83653.127,76158.687,86773.193,83647.80733333335,-10614.505999999994
2013,4,2013-04,Rio Negro,Producción convencional,81526.537,83653.127,76158.687,82195.00233333332,7494.439999999988
2013,5,2013-05,Rio Negro,Producción convencional,83443.59,81526.537,83653.127,80446.11700000001,-2126.5899999999965
2013,6,2013-06,Rio Negro,Producción convencional,82597.81,83443.59,81526.537,82874.41799999999,1917.0529999999999
2013,7,2013-07,Rio Negro,Producción convencional,85609.457,82597.81,83443.59,82522.64566666666,-845.7799999999988
2013,8,2013-08,Rio Negro,Producción convencional,87124.103,85609.457,82597.81,83883.61899999999,3011.646999999997
2013,9,2013-09,Rio Negro,Producción convencional,86901.612,87124.103,85609.457,85110.45666666667,1514.646000000008
2013,10,2013-10,Rio Negro,Producción convencional,90364.385,86901.612,87124.103,86545.05733333335,-222.49100000000908
2013,11,2013-11,Rio Negro,Producción convencional,82694.06134,90364.385,86901.612,88130.03333333333,3462.773000000001
2013,12,2013-12,Rio Negro,Producción convencional,82645.8,82694.06134,90364.385,86653.35278,-7670.323659999995
2014,1,2014-01,Rio Negro,Producción convencional,80615.017,82645.8,82694.06134,85234.74878,-48.26133999999729
2014,2,2014-02,Rio Negro,Producción convencional,74120.735,80615.017,82645.8,81984.95944666666,-2030.7829999999958
2014,3,2014-03,Rio Negro,Producción convencional,82930.871,74120.735,80615.017,79127.184,-6494.2820000000065
2014,4,2014-04,Rio Negro,Producción convencional,77290.255,82930.871,74120.735,79222.20766666667,8810.135999999999
2014,5,2014-05,Rio Negro,Producción convencional,85060.638,77290.255,82930.871,78113.95366666668,-5640.6159999999945
2014,6,2014-06,Rio Negro,Producción convencional,81328.974,85060.638,77290.255,81760.588,7770.383000000002
2014,7,2014-07,Rio Negro,Producción convencional,80713.642,81328.974,85060.638,81226.62233333335,-3731.6640000000043
2014,8,2014-08,Rio Negro,Producción convencional,81552.395,80713.642,81328.974,82367.75133333333,-615.3319999999949
2014,9,2014-09,Rio Negro,Producción convencional,79301.652,81552.395,80713.642,81198.337,838.752999999997
2014,10,2014-10,Rio Negro,Producción convencional,79253.341,79301.652,81552.395,80522.56300000001,-2250.743000000002
2014,11,2014-11,Rio Negro,Producción convencional,74680.732,79253.341,79301.652,80035.79600000002,-48.31100000000151
2014,12,2014-12,Rio Negro,Producción convencional,78215.39,74680.732,79253.341,77745.24166666667,-4572.608999999997
2015,1,2015-01,Rio Negro,Producción convencional,76752.8,78215.39,74680.732,77383.15433333332,3534.657999999996
2015,2,2015-02,Rio Negro,Producción convencional,66384.909,76752.8,78215.39,76549.64066666666,-1462.5899999999965
2015,3,2015-03,Rio Negro,Producción convencional,72787.736,66384.909,76752.8,73784.36633333332,-10367.891000000003
2015,4,2015-04,Rio Negro,Producción convencional,72022.143,72787.736,66384.909,71975.14833333333,6402.827000000005
2015,5,2015-05,Rio Negro,Producción convencional,77553.631,72022.143,72787.736,70398.26266666666,-765.593000000008
2015,6,2015-06,Rio Negro,Producción convencional,75293.535,77553.631,72022.143,74121.17,5531.487999999998
2015,7,2015-07,Rio Negro,Producción convencional,76592.29662,75293.535,77553.631,74956.43633333333,-2260.0959999999905
2015,8,2015-08,Rio Negro,Producción convencional,76526.49317,76592.29662,75293.535,76479.82087333333,1298.7616199999902
2015,9,2015-09,Rio Negro,Producción convencional,79125.44744,76526.49317,76592.29662,76137.44159666666,-65.80344999999215
2015,10,2015-10,Rio Negro,Producción convencional,79481.06267,79125.44744,76526.49317,77414.74574333333,2598.954270000002
2015,11,2015-11,Rio Negro,Producción convencional,78080.71904,79481.06267,79125.44744,78377.66776,355.6152299999958
2015,12,2015-12,Rio Negro,Producción convencional,81241.63325,78080.71904,79481.06267,78895.74305,-1400.343630000003
2016,1,2016-01,Rio Negro,Producción convencional,77134.04403,81241.63325,78080.71904,79601.13832,3160.9142100000026
2016,2,2016-02,Rio Negro,Producción convencional,72069.6037245,77134.04403,81241.63325,78818.79877333333,-4107.589219999994
2016,3,2016-03,Rio Negro,Producción convencional,76665.62815,72069.6037245,77134.04403,76815.09366816668,-5064.4403055
2016,4,2016-04,Rio Negro,Producción convencional,71348.72747,76665.62815,72069.6037245,75289.75863483334,4596.0244255
2016,5,2016-05,Rio Negro,Producción convencional,70318.06246,71348.72747,76665.62815,73361.31978149999,-5316.900680000006
2016,6,2016-06,Rio Negro,Producción convencional,63744.65795,70318.06246,71348.72747,72777.47269333333,-1030.665009999997
2016,7,2016-07,Rio Negro,Producción convencional,64685.57701,63744.65795,70318.06246,68470.48262666666,-6573.40451
2016,8,2016-08,Rio Negro,Producción convencional,67100.55796,64685.57701,63744.65795,66249.43247333333,940.9190600000002
2016,9,2016-09,Rio Negro,Producción convencional,64608.68852,67100.55796,64685.57701,65176.930973333336,2414.9809500000047
2016,10,2016-10,Rio Negro,Producción convencional,67455.98509,64608.68852,67100.55796,65464.94116333334,-2491.869440000002
2016,11,2016-11,Rio Negro,Producción convencional,68040.72128,67455.98509,64608.68852,66388.41052333334,2847.2965699999986
2016,12,2016-12,Rio Negro,Producción convencional,68861.60112,68040.72128,67455.98509,66701.79829666666,584.736189999996
2017,1,2017-01,Rio Negro,Producción convencional,70531.78092,68861.60112,68040.72128,68119.43583,820.8798400000087
2017,2,2017-02,Rio Negro,Producción convencional,61905.65262,70531.78092,68861.60112,69144.70110666666,1670.179799999998
2017,3,2017-03,Rio Negro,Producción convencional,69477.10362,61905.65262,70531.78092,67099.67822,-8626.128300000004
2017,4,2017-04,Rio Negro,Producción convencional,66425.10397,69477.10362,61905.65262,67304.84572,7571.450999999994
2017,5,2017-05,Rio Negro,Producción convencional,70822.03507,66425.10397,69477.10362,65935.95340333333,-3051.999649999998
2017,6,2017-06,Rio Negro,Producción convencional,69122.1609,70822.03507,66425.10397,68908.08088666666,4396.931100000002
2017,7,2017-07,Rio Negro,Producción convencional,72643.43342,69122.1609,70822.03507,68789.76664666667,-1699.8741699999955
2017,8,2017-08,Rio Negro,Producción convencional,71195.18756,72643.43342,69122.1609,70862.54313,3521.2725199999986
2017,9,2017-09,Rio Negro,Producción convencional,70865.49888,71195.18756,72643.43342,70986.92729333334,-1448.2458599999954
2017,10,2017-10,Rio Negro,Producción convencional,71608.09205,70865.49888,71195.18756,71568.03995333334,-329.68868000000657
2017,11,2017-11,Rio Negro,Producción convencional,68030.798,71608.09205,70865.49888,71222.92616333334,742.5931700000074
2017,12,2017-12,Rio Negro,Producción convencional,66219.045,68030.798,71608.09205,70168.12964333333,-3577.2940500000113
2018,1,2018-01,Rio Negro,Producción convencional,64727.511,66219.045,68030.798,68619.31168333333,-1811.752999999997
2018,2,2018-02,Rio Negro,Producción convencional,57223.984,64727.511,66219.045,66325.78466666666,-1491.5339999999997
2018,3,2018-03,Rio Negro,Producción convencional,65177.02,57223.984,64727.511,62723.51333333333,-7503.527000000002
2018,4,2018-04,Rio Negro,Producción convencional,66207.704,65177.02,57223.984,62376.17166666666,7953.036
2018,5,2018-05,Rio Negro,Producción convencional,69487.035,66207.704,65177.02,62869.569333333326,1030.684000000001
2018,6,2018-06,Rio Negro,Producción convencional,66256.144,69487.035,66207.704,66957.253,3279.3310000000056
2018,7,2018-07,Rio Negro,Producción convencional,71407.307,66256.144,69487.035,67316.961,-3230.8910000000033
2018,8,2018-08,Rio Negro,Producción convencional,71234.521,71407.307,66256.144,69050.162,5151.1630000000005
2018,9,2018-09,Rio Negro,Producción convencional,70054.059,71234.521,71407.307,69632.65733333334,-172.78600000000733
2018,10,2018-10,Rio Negro,Producción convencional,69788.328,70054.059,71234.521,70898.629,-1180.4619999999995
2018,11,2018-11,Rio Negro,Producción convencional,68797.675,69788.328,70054.059,70358.96933333333,-265.73099999999977
2018,12,2018-12,Rio Negro,Producción convencional,66658.739,68797.675,69788.328,69546.68733333332,-990.6529999999912
2019,1,2019-01,Rio Negro,Producción convencional,61958.269,66658.739,68797.675,68414.914,-2138.9360000000015
2019,2,2019-02,Rio Negro,Producción convencional,62940.359,61958.269,66658.739,65804.89433333333,-4700.470000000001
2019,3,2019-03,Rio Negro,Producción convencional,68678.062,62940.359,61958.269,63852.45566666667,982.0899999999965
2019,4,2019-04,Rio Negro,Producción convencional,66395.33,68678.062,62940.359,64525.56333333333,5737.703000000009
2019,5,2019-05,Rio Negro,Producción convencional,71916.207,66395.33,68678.062,66004.58366666666,-2282.7320000000036
2019,6,2019-06,Rio Negro,Producción convencional,67480.011,71916.207,66395.33,68996.533,5520.876999999993
2019,7,2019-07,Rio Negro,Producción convencional,75574.656,67480.011,71916.207,68597.18266666667,-4436.195999999996
2019,8,2019-08,Rio Negro,Producción convencional,81007.427,75574.656,67480.011,71656.958,8094.645000000004
2019,9,2019-09,Rio Negro,Producción convencional,78859.457,81007.427,75574.656,74687.36466666668,5432.770999999993
2019,10,2019-10,Rio Negro,Producción convencional,80077.08,78859.457,81007.427,78480.51333333332,-2147.970000000001
2019,11,2019-11,Rio Negro,Producción convencional,70748.939,80077.08,78859.457,79981.32133333333,1217.6230000000069
2019,12,2019-12,Rio Negro,Producción convencional,71515.106,70748.939,80077.08,76561.82533333333,-9328.141000000003
2020,1,2020-01,Rio Negro,Producción convencional,67216.407,71515.106,70748.939,74113.70833333333,766.1670000000013
2020,2,2020-02,Rio Negro,Producción convencional,64340.866,67216.407,71515.106,69826.81733333333,-4298.698999999993
2020,3,2020-03,Rio Negro,Producción convencional,62701.658,64340.866,67216.407,67690.793,-2875.5410000000047
2020,4,2020-04,Rio Negro,Producción convencional,44954.7177,62701.658,64340.866,64752.977000000006,-1639.2079999999987
2020,5,2020-05,Rio Negro,Producción convencional,43232.4777,44954.7177,62701.658,57332.41390000001,-17746.940300000002
2020,6,2020-06,Rio Negro,Producción convencional,58383.2417,43232.4777,44954.7177,50296.284466666664,-1722.239999999998
2020,7,2020-07,Rio Negro,Producción convencional,67124.0632,58383.2417,43232.4777,48856.81236666667,15150.763999999996
