anio,mes,indice_tiempo,provincia,concepto,cantidad_mm3
2013,5,2013-05,Estado Nacional,Shale gas,0
2013,5,2013-05,Estado Nacional,Tight gas,0
2013,5,2013-05,Formosa,Producción convencional,2439.27900000
2013,5,2013-05,Formosa,Shale gas,0
2013,5,2013-05,Formosa,Tight gas,0
2013,5,2013-05,Jujuy,Producción convencional,386.380
2013,5,2013-05,Jujuy,Shale gas,0
2013,5,2013-05,Jujuy,Tight gas,0
2013,5,2013-05,La Pampa,Producción convencional,38795.09700000
2013,5,2013-05,La Pampa,Shale gas,0
2013,5,2013-05,La Pampa,Tight gas,0
2013,5,2013-05,La Rioja,Producción convencional,0
2013,5,2013-05,La Rioja,Shale gas,0
2013,5,2013-05,La Rioja,Tight gas,0
2013,5,2013-05,Mendoza,Producción convencional,208974.95293000
2013,5,2013-05,Mendoza,Shale gas,0.48
2013,5,2013-05,Mendoza,Tight gas,0
2013,5,2013-05,Neuquén,Producción convencional,1360544.79557000
2013,5,2013-05,Neuquén,Shale gas,15353.71962000
2013,5,2013-05,Neuquén,Tight gas,152870.27681000
2013,5,2013-05,Rio Negro,Producción convencional,83443.59000000
2013,5,2013-05,Rio Negro,Shale gas,0
2013,5,2013-05,Rio Negro,Tight gas,52335.669
2013,5,2013-05,Salta,Producción convencional,281513.67800000
2013,5,2013-05,Salta,Shale gas,0
2013,5,2013-05,Salta,Tight gas,0
2013,5,2013-05,San Juan,Producción convencional,0
2013,5,2013-05,San Juan,Shale gas,0
2013,5,2013-05,San Juan,Tight gas,0
2013,5,2013-05,Santa Cruz,Producción convencional,326359.89562
2013,5,2013-05,Santa Cruz,Shale gas,0
2013,5,2013-05,Santa Cruz,Tight gas,2593.897
2013,5,2013-05,Tierra del Fuego,Producción convencional,290715.853
2013,5,2013-05,Tierra del Fuego,Shale gas,0
2013,5,2013-05,Tierra del Fuego,Tight gas,0
2013,6,2013-06,Chubut,Producción convencional,277793.350445412
2013,6,2013-06,Chubut,Shale gas,0
2013,6,2013-06,Chubut,Tight gas,0
2013,6,2013-06,Estado Nacional,Producción convencional,420644.371
2013,6,2013-06,Estado Nacional,Shale gas,0
2013,6,2013-06,Estado Nacional,Tight gas,0
2013,6,2013-06,Formosa,Producción convencional,2296.62000000
2013,6,2013-06,Formosa,Shale gas,0
2013,6,2013-06,Formosa,Tight gas,0
2013,6,2013-06,Jujuy,Producción convencional,357.740
2013,6,2013-06,Jujuy,Shale gas,0
2013,6,2013-06,Jujuy,Tight gas,0
2013,6,2013-06,La Pampa,Producción convencional,38030.75000000
2013,6,2013-06,La Pampa,Shale gas,0
2013,6,2013-06,La Pampa,Tight gas,0
2013,6,2013-06,La Rioja,Producción convencional,0
2013,6,2013-06,La Rioja,Shale gas,0
2013,6,2013-06,La Rioja,Tight gas,0
2013,6,2013-06,Mendoza,Producción convencional,202721.67480999
2013,6,2013-06,Mendoza,Shale gas,1.15
2013,6,2013-06,Mendoza,Tight gas,0
2013,6,2013-06,Neuquén,Producción convencional,1324282.94992700
2013,6,2013-06,Neuquén,Shale gas,13190.789313
2013,6,2013-06,Neuquén,Tight gas,149279.92976
2013,6,2013-06,Rio Negro,Producción convencional,82597.81000000
2013,6,2013-06,Rio Negro,Shale gas,0
2013,6,2013-06,Rio Negro,Tight gas,50682.07600
2013,6,2013-06,Salta,Producción convencional,263093.00100000
2013,6,2013-06,Salta,Shale gas,0
2013,6,2013-06,Salta,Tight gas,0
2013,6,2013-06,San Juan,Producción convencional,0
2013,6,2013-06,San Juan,Shale gas,0
2013,6,2013-06,San Juan,Tight gas,0
2013,6,2013-06,Santa Cruz,Producción convencional,326810.69375
2013,6,2013-06,Santa Cruz,Shale gas,0
2013,6,2013-06,Santa Cruz,Tight gas,2579.691
2013,6,2013-06,Tierra del Fuego,Producción convencional,296912.707
2013,6,2013-06,Tierra del Fuego,Shale gas,0
2013,6,2013-06,Tierra del Fuego,Tight gas,0
2013,7,2013-07,Chubut,Producción convencional,282255.277705106
2013,7,2013-07,Chubut,Shale gas,0
2013,7,2013-07,Chubut,Tight gas,0
2013,7,2013-07,Estado Nacional,Producción convencional,432635.439
2013,7,2013-07,Estado Nacional,Shale gas,0
2013,7,2013-07,Estado Nacional,Tight gas,0
2013,7,2013-07,Formosa,Producción convencional,2215.24100000
2013,7,2013-07,Formosa,Shale gas,0
2013,7,2013-07,Formosa,Tight gas,0
2013,7,2013-07,Jujuy,Producción convencional,349.440
2013,7,2013-07,Jujuy,Shale gas,0
2013,7,2013-07,Jujuy,Tight gas,0
2013,7,2013-07,La Pampa,Producción convencional,37939.50500000
2013,7,2013-07,La Pampa,Shale gas,0
2013,7,2013-07,La Pampa,Tight gas,0
2013,7,2013-07,La Rioja,Producción convencional,0
2013,7,2013-07,La Rioja,Shale gas,0
2013,7,2013-07,La Rioja,Tight gas,0
2013,7,2013-07,Mendoza,Producción convencional,211756.66039999
2013,7,2013-07,Mendoza,Shale gas,1.39
2013,7,2013-07,Mendoza,Tight gas,0
2013,7,2013-07,Neuquén,Producción convencional,1353610.26597000
2013,7,2013-07,Neuquén,Shale gas,16124.93351
2013,7,2013-07,Neuquén,Tight gas,165759.19652
2013,7,2013-07,Rio Negro,Producción convencional,85609.45700000
2013,7,2013-07,Rio Negro,Shale gas,0
2013,7,2013-07,Rio Negro,Tight gas,56005.29700
2013,7,2013-07,Salta,Producción convencional,265534.10700000
2013,7,2013-07,Salta,Shale gas,0
2013,7,2013-07,Salta,Tight gas,0
2013,7,2013-07,San Juan,Producción convencional,0
2013,7,2013-07,San Juan,Shale gas,0
2013,7,2013-07,San Juan,Tight gas,0
2013,7,2013-07,Santa Cruz,Producción convencional,332021.60917
2013,7,2013-07,Santa Cruz,Shale gas,0
2013,7,2013-07,Santa Cruz,Tight gas,2896.728
2013,7,2013-07,Tierra del Fuego,Producción convencional,303716.584
2013,7,2013-07,Tierra del Fuego,Shale gas,0
2013,7,2013-07,Tierra del Fuego,Tight gas,0
2013,8,2013-08,Chubut,Producción convencional,284860.650757928
2013,8,2013-08,Chubut,Shale gas,0
2013,8,2013-08,Chubut,Tight gas,0
2013,8,2013-08,Estado Nacional,Producción convencional,433756.530
2013,8,2013-08,Estado Nacional,Shale gas,0
2013,8,2013-08,Estado Nacional,Tight gas,0
2013,8,2013-08,Formosa,Producción convencional,2221.86000000
2013,8,2013-08,Formosa,Shale gas,0
2013,8,2013-08,Formosa,Tight gas,0
2013,8,2013-08,Jujuy,Producción convencional,347.900
2013,8,2013-08,Jujuy,Shale gas,0
2013,8,2013-08,Jujuy,Tight gas,0
2013,8,2013-08,La Pampa,Producción convencional,39008.23800000
2013,8,2013-08,La Pampa,Shale gas,0
2013,8,2013-08,La Pampa,Tight gas,0
2013,8,2013-08,La Rioja,Producción convencional,0
2013,8,2013-08,La Rioja,Shale gas,0
2013,8,2013-08,La Rioja,Tight gas,0
2013,8,2013-08,Mendoza,Producción convencional,216466.41703000
2013,8,2013-08,Mendoza,Shale gas,1.92
2013,8,2013-08,Mendoza,Tight gas,0
2013,8,2013-08,Neuquén,Producción convencional,1356932.02722000
2013,8,2013-08,Neuquén,Shale gas,19034.94860
2013,8,2013-08,Neuquén,Tight gas,175418.30318
2013,8,2013-08,Rio Negro,Producción convencional,87124.10300000
2013,8,2013-08,Rio Negro,Shale gas,0
2013,8,2013-08,Rio Negro,Tight gas,56922.078
2013,8,2013-08,Salta,Producción convencional,263364.83700000
2013,8,2013-08,Salta,Shale gas,0
2013,8,2013-08,Salta,Tight gas,0
2013,8,2013-08,San Juan,Producción convencional,0
2013,8,2013-08,San Juan,Shale gas,0
2013,8,2013-08,San Juan,Tight gas,0
2013,8,2013-08,Santa Cruz,Producción convencional,329327.95548
2013,8,2013-08,Santa Cruz,Shale gas,0
2013,8,2013-08,Santa Cruz,Tight gas,2972.015
2013,8,2013-08,Tierra del Fuego,Producción convencional,305634.431
2013,8,2013-08,Tierra del Fuego,Shale gas,0
2013,8,2013-08,Tierra del Fuego,Tight gas,0
2013,9,2013-09,Chubut,Producción convencional,278214.081857711
2013,9,2013-09,Chubut,Shale gas,0
2013,9,2013-09,Chubut,Tight gas,0
2013,9,2013-09,Estado Nacional,Producción convencional,416072.387
2013,9,2013-09,Estado Nacional,Shale gas,0
2013,9,2013-09,Estado Nacional,Tight gas,0
2013,9,2013-09,Formosa,Producción convencional,2206.68000000
2013,9,2013-09,Formosa,Shale gas,0
2013,9,2013-09,Formosa,Tight gas,0
2013,9,2013-09,Jujuy,Producción convencional,329.890
2013,9,2013-09,Jujuy,Shale gas,0
2013,9,2013-09,Jujuy,Tight gas,0
2013,9,2013-09,La Pampa,Producción convencional,40477.33800000
2013,9,2013-09,La Pampa,Shale gas,0
2013,9,2013-09,La Pampa,Tight gas,0
2013,9,2013-09,La Rioja,Producción convencional,0
2013,9,2013-09,La Rioja,Shale gas,0
2013,9,2013-09,La Rioja,Tight gas,0
2013,9,2013-09,Mendoza,Producción convencional,210519.44717000
2013,9,2013-09,Mendoza,Shale gas,1.24
2013,9,2013-09,Mendoza,Tight gas,0
2013,9,2013-09,Neuquén,Producción convencional,1293301.20456000
2013,9,2013-09,Neuquén,Shale gas,18235.1233
2013,9,2013-09,Neuquén,Tight gas,181642.16614
2013,9,2013-09,Rio Negro,Producción convencional,86901.61200000
2013,9,2013-09,Rio Negro,Shale gas,0
2013,9,2013-09,Rio Negro,Tight gas,58151.676
2013,9,2013-09,Salta,Producción convencional,257225.15000000
2013,9,2013-09,Salta,Shale gas,0
2013,9,2013-09,Salta,Tight gas,0
2013,9,2013-09,San Juan,Producción convencional,0
2013,9,2013-09,San Juan,Shale gas,0
2013,9,2013-09,San Juan,Tight gas,0
2013,9,2013-09,Santa Cruz,Producción convencional,319098.38106
2013,9,2013-09,Santa Cruz,Shale gas,0
2013,9,2013-09,Santa Cruz,Tight gas,2413.841
2013,9,2013-09,Tierra del Fuego,Producción convencional,296666.732
2013,9,2013-09,Tierra del Fuego,Shale gas,0
2013,9,2013-09,Tierra del Fuego,Tight gas,0
2013,10,2013-10,Chubut,Producción convencional,286025.464802392
2013,10,2013-10,Chubut,Shale gas,0
2013,10,2013-10,Chubut,Tight gas,0
2013,10,2013-10,Córdoba,Producción convencional,0
2013,10,2013-10,Córdoba,Shale gas,0
2013,10,2013-10,Córdoba,Tight gas,0
2013,10,2013-10,Estado Nacional,Producción convencional,426131.714
2013,10,2013-10,Estado Nacional,Shale gas,0
2013,10,2013-10,Estado Nacional,Tight gas,0
2013,10,2013-10,Formosa,Producción convencional,2321.71000000
2013,10,2013-10,Formosa,Shale gas,0
2013,10,2013-10,Formosa,Tight gas,0
2013,10,2013-10,Jujuy,Producción convencional,350.160
2013,10,2013-10,Jujuy,Shale gas,0
2013,10,2013-10,Jujuy,Tight gas,0
2013,10,2013-10,La Pampa,Producción convencional,42319.61700000
2013,10,2013-10,La Pampa,Shale gas,0
2013,10,2013-10,La Pampa,Tight gas,0
2013,10,2013-10,La Rioja,Producción convencional,0
2013,10,2013-10,La Rioja,Shale gas,0
2013,10,2013-10,La Rioja,Tight gas,0
2013,10,2013-10,Mendoza,Producción convencional,218213.56471001
2013,10,2013-10,Mendoza,Shale gas,2.01
2013,10,2013-10,Mendoza,Tight gas,0
2013,10,2013-10,Neuquén,Producción convencional,1320572.19782000
2013,10,2013-10,Neuquén,Shale gas,19156.01624
2013,10,2013-10,Neuquén,Tight gas,199297.67894
2013,10,2013-10,Rio Negro,Producción convencional,90364.38500000
2013,10,2013-10,Rio Negro,Shale gas,0
2013,10,2013-10,Rio Negro,Tight gas,59996.853
2013,10,2013-10,Salta,Producción convencional,263220.30000000
2013,10,2013-10,Salta,Shale gas,0
2013,10,2013-10,Salta,Tight gas,0
2013,10,2013-10,San Juan,Producción convencional,0
2013,10,2013-10,San Juan,Shale gas,0
2013,10,2013-10,San Juan,Tight gas,0
2013,10,2013-10,Santa Cruz,Producción convencional,332781.49526
2013,10,2013-10,Santa Cruz,Shale gas,0
2013,10,2013-10,Santa Cruz,Tight gas,2573.784
2013,10,2013-10,Tierra del Fuego,Producción convencional,288491.946
2013,10,2013-10,Tierra del Fuego,Shale gas,0
2013,10,2013-10,Tierra del Fuego,Tight gas,0
2013,11,2013-11,Chubut,Producción convencional,277444.495495618
2013,11,2013-11,Chubut,Shale gas,0
2013,11,2013-11,Chubut,Tight gas,0
2013,11,2013-11,Córdoba,Producción convencional,0
2013,11,2013-11,Córdoba,Shale gas,0
2013,11,2013-11,Córdoba,Tight gas,0
2013,11,2013-11,Estado Nacional,Producción convencional,398301.976
2013,11,2013-11,Estado Nacional,Shale gas,0
2013,11,2013-11,Estado Nacional,Tight gas,0
2013,11,2013-11,Formosa,Producción convencional,2239.06000000
2013,11,2013-11,Formosa,Shale gas,0
2013,11,2013-11,Formosa,Tight gas,0
2013,11,2013-11,Jujuy,Producción convencional,355.480
2013,11,2013-11,Jujuy,Shale gas,0
2013,11,2013-11,Jujuy,Tight gas,0
2013,11,2013-11,La Pampa,Producción convencional,39319.29900000
2013,11,2013-11,La Pampa,Shale gas,0
2013,11,2013-11,La Pampa,Tight gas,0
2013,11,2013-11,La Rioja,Producción convencional,0
2013,11,2013-11,La Rioja,Shale gas,0
2013,11,2013-11,La Rioja,Tight gas,0
2013,11,2013-11,Mendoza,Producción convencional,207180.10674000
2013,11,2013-11,Mendoza,Shale gas,1.99
2013,11,2013-11,Mendoza,Tight gas,0
2013,11,2013-11,Neuquén,Producción convencional,1274002.58799000
2013,11,2013-11,Neuquén,Shale gas,20124.195100
2013,11,2013-11,Neuquén,Tight gas,208815.73691
2013,11,2013-11,Rio Negro,Producción convencional,82694.06134000
2013,11,2013-11,Rio Negro,Shale gas,0
2013,11,2013-11,Rio Negro,Tight gas,57658.79766
2013,11,2013-11,Salta,Producción convencional,259887.96200000
2013,11,2013-11,Salta,Shale gas,0
2013,11,2013-11,Salta,Tight gas,0
2013,11,2013-11,San Juan,Producción convencional,0
2013,11,2013-11,San Juan,Shale gas,0
2013,11,2013-11,San Juan,Tight gas,0
2013,11,2013-11,Santa Cruz,Producción convencional,323362.46097
2013,11,2013-11,Santa Cruz,Shale gas,0
2013,11,2013-11,Santa Cruz,Tight gas,2466.526
2013,11,2013-11,Tierra del Fuego,Producción convencional,286835.847
2013,11,2013-11,Tierra del Fuego,Shale gas,0
2013,11,2013-11,Tierra del Fuego,Tight gas,0
2013,12,2013-12,Chubut,Producción convencional,284984.390738129
2013,12,2013-12,Chubut,Shale gas,0
2013,12,2013-12,Chubut,Tight gas,0
2013,12,2013-12,Córdoba,Producción convencional,0
2013,12,2013-12,Córdoba,Shale gas,0
2013,12,2013-12,Córdoba,Tight gas,0
2013,12,2013-12,Estado Nacional,Producción convencional,417421.325
2013,12,2013-12,Estado Nacional,Shale gas,0
2013,12,2013-12,Estado Nacional,Tight gas,0
2013,12,2013-12,Formosa,Producción convencional,2336.57000000
2013,12,2013-12,Formosa,Shale gas,0
2013,12,2013-12,Formosa,Tight gas,0
2013,12,2013-12,Jujuy,Producción convencional,358.670
2013,12,2013-12,Jujuy,Shale gas,0
2013,12,2013-12,Jujuy,Tight gas,0
2013,12,2013-12,La Pampa,Producción convencional,40559.54500001
2013,12,2013-12,La Pampa,Shale gas,0
2013,12,2013-12,La Pampa,Tight gas,0
2013,12,2013-12,La Rioja,Producción convencional,0
2013,12,2013-12,La Rioja,Shale gas,0
2013,12,2013-12,La Rioja,Tight gas,0
2013,12,2013-12,Mendoza,Producción convencional,211470.46315000
2013,12,2013-12,Mendoza,Shale gas,1.63
2013,12,2013-12,Mendoza,Tight gas,0
2013,12,2013-12,Neuquén,Producción convencional,1279114.10852000
2013,12,2013-12,Neuquén,Shale gas,22121.514180
2013,12,2013-12,Neuquén,Tight gas,239885.1043
2013,12,2013-12,Rio Negro,Producción convencional,82645.80000000
2013,12,2013-12,Rio Negro,Shale gas,0
2013,12,2013-12,Rio Negro,Tight gas,59400.899
2013,12,2013-12,Salta,Producción convencional,264007.91500000
2013,12,2013-12,Salta,Shale gas,0
2013,12,2013-12,Salta,Tight gas,0
2013,12,2013-12,San Juan,Producción convencional,0
2013,12,2013-12,San Juan,Shale gas,0
2013,12,2013-12,San Juan,Tight gas,0
2013,12,2013-12,Santa Cruz,Producción convencional,316692.64492
2013,12,2013-12,Santa Cruz,Shale gas,0
2013,12,2013-12,Santa Cruz,Tight gas,2459.822
2013,12,2013-12,Tierra del Fuego,Producción convencional,293420.265
2013,12,2013-12,Tierra del Fuego,Shale gas,0
2013,12,2013-12,Tierra del Fuego,Tight gas,0
2014,1,2014-01,Chubut,Producción convencional,283897.66771466
2014,1,2014-01,Chubut,Shale gas,0
2014,1,2014-01,Chubut,Tight gas,0
2014,1,2014-01,Córdoba,Producción convencional,0
2014,1,2014-01,Córdoba,Shale gas,0
2014,1,2014-01,Córdoba,Tight gas,0
2014,1,2014-01,Estado Nacional,Producción convencional,415921.993
2014,1,2014-01,Estado Nacional,Shale gas,0
2014,1,2014-01,Estado Nacional,Tight gas,0
2014,1,2014-01,Formosa,Producción convencional,2288.91300000
2014,1,2014-01,Formosa,Shale gas,0
2014,1,2014-01,Formosa,Tight gas,0
2014,1,2014-01,Jujuy,Producción convencional,361.650
2014,1,2014-01,Jujuy,Shale gas,0
2014,1,2014-01,Jujuy,Tight gas,0
2014,1,2014-01,La Pampa,Producción convencional,38427.11700000
2014,1,2014-01,La Pampa,Shale gas,0
2014,1,2014-01,La Pampa,Tight gas,0
2014,1,2014-01,La Rioja,Producción convencional,0
2014,1,2014-01,La Rioja,Shale gas,0
2014,1,2014-01,La Rioja,Tight gas,0
2014,1,2014-01,Mendoza,Producción convencional,208758.65323000
2014,1,2014-01,Mendoza,Shale gas,3.13
2014,1,2014-01,Mendoza,Tight gas,0
2014,1,2014-01,Neuquén,Producción convencional,1286403.21903000
2014,1,2014-01,Neuquén,Shale gas,24146.829800
2014,1,2014-01,Neuquén,Tight gas,249955.87417
2014,1,2014-01,Rio Negro,Producción convencional,80615.01700000
2014,1,2014-01,Rio Negro,Shale gas,0
2014,1,2014-01,Rio Negro,Tight gas,61206.787
2014,1,2014-01,Salta,Producción convencional,260844.91100000
2014,1,2014-01,Salta,Shale gas,0
2014,1,2014-01,Salta,Tight gas,0
2014,1,2014-01,San Juan,Producción convencional,0
2014,1,2014-01,San Juan,Shale gas,0
2014,1,2014-01,San Juan,Tight gas,0
2014,1,2014-01,Santa Cruz,Producción convencional,323083.86031
2014,1,2014-01,Santa Cruz,Shale gas,0
2014,1,2014-01,Santa Cruz,Tight gas,2883.591
2014,1,2014-01,Tierra del Fuego,Producción convencional,301392.662
2014,1,2014-01,Tierra del Fuego,Shale gas,0
2014,1,2014-01,Tierra del Fuego,Tight gas,0
2014,2,2014-02,Chubut,Producción convencional,259113.537037172
2014,2,2014-02,Chubut,Shale gas,0
2014,2,2014-02,Chubut,Tight gas,0
2014,2,2014-02,Córdoba,Producción convencional,0
2014,2,2014-02,Córdoba,Shale gas,0
2014,2,2014-02,Córdoba,Tight gas,0
2014,2,2014-02,Estado Nacional,Producción convencional,373844.386
2014,2,2014-02,Estado Nacional,Shale gas,0
2014,2,2014-02,Estado Nacional,Tight gas,0
2014,2,2014-02,Formosa,Producción convencional,2049.1
2014,2,2014-02,Formosa,Shale gas,0
2014,2,2014-02,Formosa,Tight gas,0
2014,2,2014-02,Jujuy,Producción convencional,325.190
2014,2,2014-02,Jujuy,Shale gas,0
2014,2,2014-02,Jujuy,Tight gas,0
2014,2,2014-02,La Pampa,Producción convencional,35335.06000000
2014,2,2014-02,La Pampa,Shale gas,0
2014,2,2014-02,La Pampa,Tight gas,0
2014,2,2014-02,La Rioja,Producción convencional,0
2014,2,2014-02,La Rioja,Shale gas,0
2014,2,2014-02,La Rioja,Tight gas,0
2014,2,2014-02,Mendoza,Producción convencional,194546.48950999
2014,2,2014-02,Mendoza,Shale gas,3.94
2014,2,2014-02,Mendoza,Tight gas,0
2014,2,2014-02,Neuquén,Producción convencional,1152187.49090900
2014,2,2014-02,Neuquén,Shale gas,22804.050191
2014,2,2014-02,Neuquén,Tight gas,227229.5409
2014,2,2014-02,Rio Negro,Producción convencional,74120.73500000
2014,2,2014-02,Rio Negro,Shale gas,0
2014,2,2014-02,Rio Negro,Tight gas,54883.475
2014,2,2014-02,Salta,Producción convencional,231130.15600000
2014,2,2014-02,Salta,Shale gas,0
2014,2,2014-02,Salta,Tight gas,0
2014,2,2014-02,San Juan,Producción convencional,0
2014,2,2014-02,San Juan,Shale gas,0
2014,2,2014-02,San Juan,Tight gas,0
2014,2,2014-02,Santa Cruz,Producción convencional,293022.71495
2014,2,2014-02,Santa Cruz,Shale gas,0
2014,2,2014-02,Santa Cruz,Tight gas,2424.607
2014,2,2014-02,Tierra del Fuego,Producción convencional,268638.992
2014,2,2014-02,Tierra del Fuego,Shale gas,0
2014,2,2014-02,Tierra del Fuego,Tight gas,0
2014,3,2014-03,Chubut,Producción convencional,289349.635275801
2014,3,2014-03,Chubut,Shale gas,0
2014,3,2014-03,Chubut,Tight gas,0
2014,3,2014-03,Córdoba,Producción convencional,0
2014,3,2014-03,Córdoba,Shale gas,0
2014,3,2014-03,Córdoba,Tight gas,0
2014,3,2014-03,Estado Nacional,Producción convencional,415695.518
2014,3,2014-03,Estado Nacional,Shale gas,0
2014,3,2014-03,Estado Nacional,Tight gas,0
2014,3,2014-03,Formosa,Producción convencional,2160.20
2014,3,2014-03,Formosa,Shale gas,0
2014,3,2014-03,Formosa,Tight gas,0
2014,3,2014-03,Jujuy,Producción convencional,356.420
2014,3,2014-03,Jujuy,Shale gas,0
2014,3,2014-03,Jujuy,Tight gas,0
2014,3,2014-03,La Pampa,Producción convencional,40639.89000000
2014,3,2014-03,La Pampa,Shale gas,0
2014,3,2014-03,La Pampa,Tight gas,0
2014,3,2014-03,La Rioja,Producción convencional,0
2014,3,2014-03,La Rioja,Shale gas,0
2014,3,2014-03,La Rioja,Tight gas,0
2014,3,2014-03,Mendoza,Producción convencional,203972.84787000
2014,3,2014-03,Mendoza,Shale gas,4.56
2014,3,2014-03,Mendoza,Tight gas,0
2014,3,2014-03,Neuquén,Producción convencional,1228711.53984000
2014,3,2014-03,Neuquén,Shale gas,24839.615160
2014,3,2014-03,Neuquén,Tight gas,248868.1940
2014,3,2014-03,Rio Negro,Producción convencional,82930.87100000
2014,3,2014-03,Rio Negro,Shale gas,0
2014,3,2014-03,Rio Negro,Tight gas,60374.051
2014,3,2014-03,Salta,Producción convencional,251864.05800000
2014,3,2014-03,Salta,Shale gas,0
2014,3,2014-03,Salta,Tight gas,0
2014,3,2014-03,San Juan,Producción convencional,0
2014,3,2014-03,San Juan,Shale gas,0
2014,3,2014-03,San Juan,Tight gas,0
2014,3,2014-03,Santa Cruz,Producción convencional,328685.58455
2014,3,2014-03,Santa Cruz,Shale gas,0
2014,3,2014-03,Santa Cruz,Tight gas,2650.818
2014,3,2014-03,Tierra del Fuego,Producción convencional,296833.577
2014,3,2014-03,Tierra del Fuego,Shale gas,0
2014,3,2014-03,Tierra del Fuego,Tight gas,0
2014,4,2014-04,Chubut,Producción convencional,279147.257847941
2014,4,2014-04,Chubut,Shale gas,0
2014,4,2014-04,Chubut,Tight gas,0
2014,4,2014-04,Córdoba,Producción convencional,0
2014,4,2014-04,Córdoba,Shale gas,0
2014,4,2014-04,Córdoba,Tight gas,0
2014,4,2014-04,Estado Nacional,Producción convencional,332972.449
2014,4,2014-04,Estado Nacional,Shale gas,0
2014,4,2014-04,Estado Nacional,Tight gas,0
2014,4,2014-04,Formosa,Producción convencional,2087.23
2014,4,2014-04,Formosa,Shale gas,0
2014,4,2014-04,Formosa,Tight gas,0
2014,4,2014-04,Jujuy,Producción convencional,358.440
2014,4,2014-04,Jujuy,Shale gas,0
2014,4,2014-04,Jujuy,Tight gas,0
2014,4,2014-04,La Pampa,Producción convencional,39393.92500000
2014,4,2014-04,La Pampa,Shale gas,0
2014,4,2014-04,La Pampa,Tight gas,0
2014,4,2014-04,La Rioja,Producción convencional,0
2014,4,2014-04,La Rioja,Shale gas,0
2014,4,2014-04,La Rioja,Tight gas,0
2014,4,2014-04,Mendoza,Producción convencional,178393.95333000
2014,4,2014-04,Mendoza,Shale gas,5.04
2014,4,2014-04,Mendoza,Tight gas,0
2014,4,2014-04,Neuquén,Producción convencional,1200857.95992000
2014,4,2014-04,Neuquén,Shale gas,30985.872010
2014,4,2014-04,Neuquén,Tight gas,251854.15607
2014,4,2014-04,Rio Negro,Producción convencional,77290.25500000
2014,4,2014-04,Rio Negro,Shale gas,0
2014,4,2014-04,Rio Negro,Tight gas,59130.028
2014,4,2014-04,Salta,Producción convencional,236666.82700000
2014,4,2014-04,Salta,Shale gas,0
2014,4,2014-04,Salta,Tight gas,0
2014,4,2014-04,San Juan,Producción convencional,0
2014,4,2014-04,San Juan,Shale gas,0
2014,4,2014-04,San Juan,Tight gas,0
2014,4,2014-04,Santa Cruz,Producción convencional,310288.66987
2014,4,2014-04,Santa Cruz,Shale gas,0
2014,4,2014-04,Santa Cruz,Tight gas,2503.733
2014,4,2014-04,Tierra del Fuego,Producción convencional,254101.283
2014,4,2014-04,Tierra del Fuego,Shale gas,0
2014,4,2014-04,Tierra del Fuego,Tight gas,0
2014,5,2014-05,Chubut,Producción convencional,285110.022988652
2014,5,2014-05,Chubut,Shale gas,293.84
2014,5,2014-05,Chubut,Tight gas,0
2014,5,2014-05,Córdoba,Producción convencional,0
2014,5,2014-05,Córdoba,Shale gas,0
2014,5,2014-05,Córdoba,Tight gas,0
2014,5,2014-05,Estado Nacional,Producción convencional,422238.166
2014,5,2014-05,Estado Nacional,Shale gas,0
2014,5,2014-05,Estado Nacional,Tight gas,0
2014,5,2014-05,Formosa,Producción convencional,2128.350
2014,5,2014-05,Formosa,Shale gas,0
2014,5,2014-05,Formosa,Tight gas,0
2014,5,2014-05,Jujuy,Producción convencional,377.670
2014,5,2014-05,Jujuy,Shale gas,0
2014,5,2014-05,Jujuy,Tight gas,0
2014,5,2014-05,La Pampa,Producción convencional,39702.77000000
2014,5,2014-05,La Pampa,Shale gas,0
2014,5,2014-05,La Pampa,Tight gas,0
2014,5,2014-05,La Rioja,Producción convencional,0
2014,5,2014-05,La Rioja,Shale gas,0
2014,5,2014-05,La Rioja,Tight gas,0
2014,5,2014-05,Mendoza,Producción convencional,186782.30174000
2014,5,2014-05,Mendoza,Shale gas,5.91
2014,5,2014-05,Mendoza,Tight gas,61.2
2014,5,2014-05,Neuquén,Producción convencional,1266255.47960000
2014,5,2014-05,Neuquén,Shale gas,38714.444660
2014,5,2014-05,Neuquén,Tight gas,292314.72576
2014,5,2014-05,Rio Negro,Producción convencional,85060.63800000
2014,5,2014-05,Rio Negro,Shale gas,0
2014,5,2014-05,Rio Negro,Tight gas,62196.280
2014,5,2014-05,Salta,Producción convencional,244838.90000000
2014,5,2014-05,Salta,Shale gas,0
2014,5,2014-05,Salta,Tight gas,0
2014,5,2014-05,San Juan,Producción convencional,0
2014,5,2014-05,San Juan,Shale gas,0
2014,5,2014-05,San Juan,Tight gas,0
2014,5,2014-05,Santa Cruz,Producción convencional,321501.60868
2014,5,2014-05,Santa Cruz,Shale gas,0
2014,5,2014-05,Santa Cruz,Tight gas,2543.768
2014,5,2014-05,Tierra del Fuego,Producción convencional,293856.597
2014,5,2014-05,Tierra del Fuego,Shale gas,0
2014,5,2014-05,Tierra del Fuego,Tight gas,0
2014,6,2014-06,Chubut,Producción convencional,275175.668696436
2014,6,2014-06,Chubut,Shale gas,838.31
2014,6,2014-06,Chubut,Tight gas,0
2014,6,2014-06,Córdoba,Producción convencional,0
2014,6,2014-06,Córdoba,Shale gas,0
2014,6,2014-06,Córdoba,Tight gas,0
