anio,mes,indice_tiempo,provincia,concepto,cantidad_mm3
2016,12,2016-12,Jujuy,Producción convencional,348.670
2016,12,2016-12,Jujuy,Shale gas,0
2016,12,2016-12,Jujuy,Tight gas,0
2016,12,2016-12,La Pampa,Producción convencional,31705.72200000
2016,12,2016-12,La Pampa,Shale gas,0
2016,12,2016-12,La Pampa,Tight gas,0
2016,12,2016-12,La Rioja,Producción convencional,0
2016,12,2016-12,La Rioja,Shale gas,0
2016,12,2016-12,La Rioja,Tight gas,0
2016,12,2016-12,Mendoza,Producción convencional,170834.20645001
2016,12,2016-12,Mendoza,Shale gas,11.55
2016,12,2016-12,Mendoza,Tight gas,6319.34
2016,12,2016-12,Neuquén,Producción convencional,996686.5923828981855
2016,12,2016-12,Neuquén,Shale gas,153612.299691
2016,12,2016-12,Neuquén,Tight gas,693119.2099261018145
2016,12,2016-12,Rio Negro,Producción convencional,68861.60112000
2016,12,2016-12,Rio Negro,Shale gas,0
2016,12,2016-12,Rio Negro,Tight gas,78147.61788
2016,12,2016-12,Salta,Producción convencional,211880.93500000
2016,12,2016-12,Salta,Shale gas,0
2016,12,2016-12,Salta,Tight gas,0
2016,12,2016-12,San Juan,Producción convencional,0
2016,12,2016-12,San Juan,Shale gas,0
2016,12,2016-12,San Juan,Tight gas,0
2016,12,2016-12,Santa Cruz,Producción convencional,298910.667511
2016,12,2016-12,Santa Cruz,Shale gas,0
2016,12,2016-12,Santa Cruz,Tight gas,7187.291
2016,12,2016-12,Tierra del Fuego,Producción convencional,371615.259
2016,12,2016-12,Tierra del Fuego,Shale gas,0
2016,12,2016-12,Tierra del Fuego,Tight gas,0
2017,1,2017-01,Chubut,Producción convencional,293022.134637383
2017,1,2017-01,Chubut,Shale gas,0
2017,1,2017-01,Chubut,Tight gas,0
2017,1,2017-01,Estado Nacional,Producción convencional,392694.730
2017,1,2017-01,Estado Nacional,Shale gas,0
2017,1,2017-01,Estado Nacional,Tight gas,0
2017,1,2017-01,Formosa,Producción convencional,2173.551
2017,1,2017-01,Formosa,Shale gas,0
2017,1,2017-01,Formosa,Tight gas,0
2017,1,2017-01,Jujuy,Producción convencional,318.410
2017,1,2017-01,Jujuy,Shale gas,0
2017,1,2017-01,Jujuy,Tight gas,0
2017,1,2017-01,La Pampa,Producción convencional,32098.09799999
2017,1,2017-01,La Pampa,Shale gas,0
2017,1,2017-01,La Pampa,Tight gas,0
2017,1,2017-01,La Rioja,Producción convencional,0
2017,1,2017-01,La Rioja,Shale gas,0
2017,1,2017-01,La Rioja,Tight gas,0
2017,1,2017-01,Mendoza,Producción convencional,174196.66062000
2017,1,2017-01,Mendoza,Shale gas,41.87
2017,1,2017-01,Mendoza,Tight gas,5828.45
2017,1,2017-01,Neuquén,Producción convencional,996447.8155035876666
2017,1,2017-01,Neuquén,Shale gas,158304.71375
2017,1,2017-01,Neuquén,Tight gas,704160.3927464123334
2017,1,2017-01,Rio Negro,Producción convencional,70531.78092000
2017,1,2017-01,Rio Negro,Shale gas,0
2017,1,2017-01,Rio Negro,Tight gas,78677.31908
2017,1,2017-01,Salta,Producción convencional,212379.10300000
2017,1,2017-01,Salta,Shale gas,0
2017,1,2017-01,Salta,Tight gas,0
2017,1,2017-01,San Juan,Producción convencional,0
2017,1,2017-01,San Juan,Shale gas,0
2017,1,2017-01,San Juan,Tight gas,0
2017,1,2017-01,Santa Cruz,Producción convencional,312692.596266
2017,1,2017-01,Santa Cruz,Shale gas,0
2017,1,2017-01,Santa Cruz,Tight gas,6712.752
2017,1,2017-01,Tierra del Fuego,Producción convencional,375710.921
2017,1,2017-01,Tierra del Fuego,Shale gas,0
2017,1,2017-01,Tierra del Fuego,Tight gas,0
2017,2,2017-02,Chubut,Producción convencional,267014.096143802
2017,2,2017-02,Chubut,Shale gas,0
2017,2,2017-02,Chubut,Tight gas,0
2017,2,2017-02,Estado Nacional,Producción convencional,269139.139
2017,2,2017-02,Estado Nacional,Shale gas,0
2017,2,2017-02,Estado Nacional,Tight gas,0
2017,2,2017-02,Formosa,Producción convencional,1973.048
2017,2,2017-02,Formosa,Shale gas,0
2017,2,2017-02,Formosa,Tight gas,0
2017,2,2017-02,Jujuy,Producción convencional,293.000
2017,2,2017-02,Jujuy,Shale gas,0
2017,2,2017-02,Jujuy,Tight gas,0
2017,2,2017-02,La Pampa,Producción convencional,28748.73900000
2017,2,2017-02,La Pampa,Shale gas,0
2017,2,2017-02,La Pampa,Tight gas,0
2017,2,2017-02,La Rioja,Producción convencional,0
2017,2,2017-02,La Rioja,Shale gas,0
2017,2,2017-02,La Rioja,Tight gas,0
2017,2,2017-02,Mendoza,Producción convencional,155517.06156000
2017,2,2017-02,Mendoza,Shale gas,44.92
2017,2,2017-02,Mendoza,Tight gas,4804.17
2017,2,2017-02,Neuquén,Producción convencional,897554.2641314340494
2017,2,2017-02,Neuquén,Shale gas,143780.321792
2017,2,2017-02,Neuquén,Tight gas,642925.8520765659506
2017,2,2017-02,Rio Negro,Producción convencional,61905.65262000
2017,2,2017-02,Rio Negro,Shale gas,0
2017,2,2017-02,Rio Negro,Tight gas,67452.08938
2017,2,2017-02,Salta,Producción convencional,191463.49700000
2017,2,2017-02,Salta,Shale gas,0
2017,2,2017-02,Salta,Tight gas,0
2017,2,2017-02,San Juan,Producción convencional,0
2017,2,2017-02,San Juan,Shale gas,0
2017,2,2017-02,San Juan,Tight gas,0
2017,2,2017-02,Santa Cruz,Producción convencional,276329.619782
2017,2,2017-02,Santa Cruz,Shale gas,0
2017,2,2017-02,Santa Cruz,Tight gas,7388.891
2017,2,2017-02,Tierra del Fuego,Producción convencional,257548.266
2017,2,2017-02,Tierra del Fuego,Shale gas,0
2017,2,2017-02,Tierra del Fuego,Tight gas,0
2017,3,2017-03,Chubut,Producción convencional,295150.28530754
2017,3,2017-03,Chubut,Shale gas,218.86
2017,3,2017-03,Chubut,Tight gas,0
2017,3,2017-03,Estado Nacional,Producción convencional,397101.854
2017,3,2017-03,Estado Nacional,Shale gas,0
2017,3,2017-03,Estado Nacional,Tight gas,0
2017,3,2017-03,Formosa,Producción convencional,2165.941
2017,3,2017-03,Formosa,Shale gas,0
2017,3,2017-03,Formosa,Tight gas,0
2017,3,2017-03,Jujuy,Producción convencional,301.805
2017,3,2017-03,Jujuy,Shale gas,0
2017,3,2017-03,Jujuy,Tight gas,0
2017,3,2017-03,La Pampa,Producción convencional,34922.35899999
2017,3,2017-03,La Pampa,Shale gas,0
2017,3,2017-03,La Pampa,Tight gas,0
2017,3,2017-03,La Rioja,Producción convencional,0
2017,3,2017-03,La Rioja,Shale gas,0
2017,3,2017-03,La Rioja,Tight gas,0
2017,3,2017-03,Mendoza,Producción convencional,170004.20200000
2017,3,2017-03,Mendoza,Shale gas,38.67
2017,3,2017-03,Mendoza,Tight gas,5078.82
2017,3,2017-03,Neuquén,Producción convencional,969263.6984522268778
2017,3,2017-03,Neuquén,Shale gas,172478.95510
2017,3,2017-03,Neuquén,Tight gas,703773.3144477731222
2017,3,2017-03,Rio Negro,Producción convencional,69477.10362000
2017,3,2017-03,Rio Negro,Shale gas,0
2017,3,2017-03,Rio Negro,Tight gas,73287.04738
2017,3,2017-03,Salta,Producción convencional,208869.64200000
2017,3,2017-03,Salta,Shale gas,0
2017,3,2017-03,Salta,Tight gas,0
2017,3,2017-03,San Juan,Producción convencional,0
2017,3,2017-03,San Juan,Shale gas,0
2017,3,2017-03,San Juan,Tight gas,0
2017,3,2017-03,Santa Cruz,Producción convencional,293660.998601
2017,3,2017-03,Santa Cruz,Shale gas,0
2017,3,2017-03,Santa Cruz,Tight gas,15822.347
2017,3,2017-03,Tierra del Fuego,Producción convencional,377201.828
2017,3,2017-03,Tierra del Fuego,Shale gas,0
2017,3,2017-03,Tierra del Fuego,Tight gas,0
2017,4,2017-04,Chubut,Producción convencional,272132.462371173
2017,4,2017-04,Chubut,Shale gas,120.82
2017,4,2017-04,Chubut,Tight gas,0
2017,4,2017-04,Estado Nacional,Producción convencional,381777.008
2017,4,2017-04,Estado Nacional,Shale gas,0
2017,4,2017-04,Estado Nacional,Tight gas,0
2017,4,2017-04,Formosa,Producción convencional,2086.380
2017,4,2017-04,Formosa,Shale gas,0
2017,4,2017-04,Formosa,Tight gas,0
2017,4,2017-04,Jujuy,Producción convencional,283.650
2017,4,2017-04,Jujuy,Shale gas,0
2017,4,2017-04,Jujuy,Tight gas,0
2017,4,2017-04,La Pampa,Producción convencional,31721.71600000
2017,4,2017-04,La Pampa,Shale gas,0
2017,4,2017-04,La Pampa,Tight gas,0
2017,4,2017-04,La Rioja,Producción convencional,0
2017,4,2017-04,La Rioja,Shale gas,0
2017,4,2017-04,La Rioja,Tight gas,0
2017,4,2017-04,Mendoza,Producción convencional,162298.41527001
2017,4,2017-04,Mendoza,Shale gas,27.31
2017,4,2017-04,Mendoza,Tight gas,4665.92
2017,4,2017-04,Neuquén,Producción convencional,960477.019812097848
2017,4,2017-04,Neuquén,Shale gas,171687.32877
2017,4,2017-04,Neuquén,Tight gas,705042.111417902152
2017,4,2017-04,Rio Negro,Producción convencional,66425.10397000
2017,4,2017-04,Rio Negro,Shale gas,0
2017,4,2017-04,Rio Negro,Tight gas,71413.95703
2017,4,2017-04,Salta,Producción convencional,201036.53000000
2017,4,2017-04,Salta,Shale gas,0
2017,4,2017-04,Salta,Tight gas,0
2017,4,2017-04,San Juan,Producción convencional,0
2017,4,2017-04,San Juan,Shale gas,0
2017,4,2017-04,San Juan,Tight gas,0
2017,4,2017-04,Santa Cruz,Producción convencional,279100.942678
2017,4,2017-04,Santa Cruz,Shale gas,0
2017,4,2017-04,Santa Cruz,Tight gas,18508.254
2017,4,2017-04,Tierra del Fuego,Producción convencional,369794.098
2017,4,2017-04,Tierra del Fuego,Shale gas,0
2017,4,2017-04,Tierra del Fuego,Tight gas,0
2017,5,2017-05,Chubut,Producción convencional,292908.133432358
2017,5,2017-05,Chubut,Shale gas,216.67
2017,5,2017-05,Chubut,Tight gas,0
2017,5,2017-05,Estado Nacional,Producción convencional,368989.087
2017,5,2017-05,Estado Nacional,Shale gas,0
2017,5,2017-05,Estado Nacional,Tight gas,0
2017,5,2017-05,Formosa,Producción convencional,2008.612
2017,5,2017-05,Formosa,Shale gas,0
2017,5,2017-05,Formosa,Tight gas,0
2017,5,2017-05,Jujuy,Producción convencional,351.190
2017,5,2017-05,Jujuy,Shale gas,0
2017,5,2017-05,Jujuy,Tight gas,0
2017,5,2017-05,La Pampa,Producción convencional,35090.53500001
2017,5,2017-05,La Pampa,Shale gas,0
2017,5,2017-05,La Pampa,Tight gas,0
2017,5,2017-05,La Rioja,Producción convencional,0
2017,5,2017-05,La Rioja,Shale gas,0
2017,5,2017-05,La Rioja,Tight gas,0
2017,5,2017-05,Mendoza,Producción convencional,160667.31930259
2017,5,2017-05,Mendoza,Shale gas,27.89
2017,5,2017-05,Mendoza,Tight gas,5142.93
2017,5,2017-05,Neuquén,Producción convencional,986008.4950098373864
2017,5,2017-05,Neuquén,Shale gas,183292.373506
2017,5,2017-05,Neuquén,Tight gas,726478.6304841626136
2017,5,2017-05,Rio Negro,Producción convencional,70822.03507000
2017,5,2017-05,Rio Negro,Shale gas,0
2017,5,2017-05,Rio Negro,Tight gas,71768.59893
2017,5,2017-05,Salta,Producción convencional,205702.71300000
2017,5,2017-05,Salta,Shale gas,0
2017,5,2017-05,Salta,Tight gas,0
2017,5,2017-05,San Juan,Producción convencional,0
2017,5,2017-05,San Juan,Shale gas,0
2017,5,2017-05,San Juan,Tight gas,0
2017,5,2017-05,Santa Cruz,Producción convencional,289663.6735803
2017,5,2017-05,Santa Cruz,Shale gas,0
2017,5,2017-05,Santa Cruz,Tight gas,23079.397
2017,5,2017-05,Tierra del Fuego,Producción convencional,363185.973
2017,5,2017-05,Tierra del Fuego,Shale gas,0
2017,5,2017-05,Tierra del Fuego,Tight gas,0
2017,6,2017-06,Chubut,Producción convencional,279083.751999412
2017,6,2017-06,Chubut,Shale gas,124.01
2017,6,2017-06,Chubut,Tight gas,0
2017,6,2017-06,Estado Nacional,Producción convencional,366770.606
2017,6,2017-06,Estado Nacional,Shale gas,0
2017,6,2017-06,Estado Nacional,Tight gas,0
2017,6,2017-06,Formosa,Producción convencional,1941.370
2017,6,2017-06,Formosa,Shale gas,0
2017,6,2017-06,Formosa,Tight gas,0
2017,6,2017-06,Jujuy,Producción convencional,347.690
2017,6,2017-06,Jujuy,Shale gas,0
2017,6,2017-06,Jujuy,Tight gas,0
2017,6,2017-06,La Pampa,Producción convencional,32223.92000001
2017,6,2017-06,La Pampa,Shale gas,0
2017,6,2017-06,La Pampa,Tight gas,0
2017,6,2017-06,La Rioja,Producción convencional,0
2017,6,2017-06,La Rioja,Shale gas,0
2017,6,2017-06,La Rioja,Tight gas,0
2017,6,2017-06,Mendoza,Producción convencional,154891.82182001
2017,6,2017-06,Mendoza,Shale gas,25.41
2017,6,2017-06,Mendoza,Tight gas,3288.10
2017,6,2017-06,Neuquén,Producción convencional,947777.7500721791489
2017,6,2017-06,Neuquén,Shale gas,178982.603821
2017,6,2017-06,Neuquén,Tight gas,695844.7821068208511
2017,6,2017-06,Rio Negro,Producción convencional,69122.16090000
2017,6,2017-06,Rio Negro,Shale gas,0
2017,6,2017-06,Rio Negro,Tight gas,73333.95710
2017,6,2017-06,Salta,Producción convencional,195573.63000000
2017,6,2017-06,Salta,Shale gas,0
2017,6,2017-06,Salta,Tight gas,0
2017,6,2017-06,San Juan,Producción convencional,0
2017,6,2017-06,San Juan,Shale gas,0
2017,6,2017-06,San Juan,Tight gas,0
2017,6,2017-06,Santa Cruz,Producción convencional,268088.626911
2017,6,2017-06,Santa Cruz,Shale gas,0
2017,6,2017-06,Santa Cruz,Tight gas,22803.208
2017,6,2017-06,Tierra del Fuego,Producción convencional,378536.000
2017,6,2017-06,Tierra del Fuego,Shale gas,0
2017,6,2017-06,Tierra del Fuego,Tight gas,0
2017,7,2017-07,Chubut,Producción convencional,288752.344579062
2017,7,2017-07,Chubut,Shale gas,51.65
2017,7,2017-07,Chubut,Tight gas,0
2017,7,2017-07,Estado Nacional,Producción convencional,397612.551
2017,7,2017-07,Estado Nacional,Shale gas,0
2017,7,2017-07,Estado Nacional,Tight gas,0
2017,7,2017-07,Formosa,Producción convencional,1976.841
2017,7,2017-07,Formosa,Shale gas,0
2017,7,2017-07,Formosa,Tight gas,0
2017,7,2017-07,Jujuy,Producción convencional,346.190
2017,7,2017-07,Jujuy,Shale gas,0
2017,7,2017-07,Jujuy,Tight gas,0
2017,7,2017-07,La Pampa,Producción convencional,30908.60700001
2017,7,2017-07,La Pampa,Shale gas,0
2017,7,2017-07,La Pampa,Tight gas,0
2017,7,2017-07,La Rioja,Producción convencional,0
2017,7,2017-07,La Rioja,Shale gas,0
2017,7,2017-07,La Rioja,Tight gas,0
2017,7,2017-07,Mendoza,Producción convencional,157238.71632001
2017,7,2017-07,Mendoza,Shale gas,16.22
2017,7,2017-07,Mendoza,Tight gas,1316.84
2017,7,2017-07,Neuquén,Producción convencional,977724.5885917772174
2017,7,2017-07,Neuquén,Shale gas,190511.09116
2017,7,2017-07,Neuquén,Tight gas,731106.6902482227826
2017,7,2017-07,Rio Negro,Producción convencional,72643.43342000
2017,7,2017-07,Rio Negro,Shale gas,0
2017,7,2017-07,Rio Negro,Tight gas,81537.96458
2017,7,2017-07,Salta,Producción convencional,200228.81100000
2017,7,2017-07,Salta,Shale gas,0
2017,7,2017-07,Salta,Tight gas,0
2017,7,2017-07,San Juan,Producción convencional,0
2017,7,2017-07,San Juan,Shale gas,0
2017,7,2017-07,San Juan,Tight gas,0
2017,7,2017-07,Santa Cruz,Producción convencional,276270.264840
2017,7,2017-07,Santa Cruz,Shale gas,0
2017,7,2017-07,Santa Cruz,Tight gas,23035.943
2017,7,2017-07,Tierra del Fuego,Producción convencional,393919.160
2017,7,2017-07,Tierra del Fuego,Shale gas,0
2017,7,2017-07,Tierra del Fuego,Tight gas,0
2017,8,2017-08,Chubut,Producción convencional,293672.132675668
2017,8,2017-08,Chubut,Shale gas,0
2017,8,2017-08,Chubut,Tight gas,0
2017,8,2017-08,Estado Nacional,Producción convencional,383298.825
2017,8,2017-08,Estado Nacional,Shale gas,0
2017,8,2017-08,Estado Nacional,Tight gas,0
2017,8,2017-08,Formosa,Producción convencional,2045.874
2017,8,2017-08,Formosa,Shale gas,0
2017,8,2017-08,Formosa,Tight gas,0
2017,8,2017-08,Jujuy,Producción convencional,324.13
2017,8,2017-08,Jujuy,Shale gas,0
2017,8,2017-08,Jujuy,Tight gas,0
2017,8,2017-08,La Pampa,Producción convencional,30380.51400000
2017,8,2017-08,La Pampa,Shale gas,0
2017,8,2017-08,La Pampa,Tight gas,0
2017,8,2017-08,La Rioja,Producción convencional,0
2017,8,2017-08,La Rioja,Shale gas,0
2017,8,2017-08,La Rioja,Tight gas,0
2017,8,2017-08,Mendoza,Producción convencional,154750.82290002
2017,8,2017-08,Mendoza,Shale gas,37.85
2017,8,2017-08,Mendoza,Tight gas,4822.36
2017,8,2017-08,Neuquén,Producción convencional,977651.4666510049411
2017,8,2017-08,Neuquén,Shale gas,191101.037696
2017,8,2017-08,Neuquén,Tight gas,740811.4946529950589
2017,8,2017-08,Rio Negro,Producción convencional,71195.18756000
2017,8,2017-08,Rio Negro,Shale gas,0
2017,8,2017-08,Rio Negro,Tight gas,84176.95844
2017,8,2017-08,Salta,Producción convencional,198021.14846900
2017,8,2017-08,Salta,Shale gas,0
2017,8,2017-08,Salta,Tight gas,0
2017,8,2017-08,San Juan,Producción convencional,0
2017,8,2017-08,San Juan,Shale gas,0
2017,8,2017-08,San Juan,Tight gas,0
2017,8,2017-08,Santa Cruz,Producción convencional,284974.176515
2017,8,2017-08,Santa Cruz,Shale gas,0
2017,8,2017-08,Santa Cruz,Tight gas,25878.043
2017,8,2017-08,Tierra del Fuego,Producción convencional,395355.132
2017,8,2017-08,Tierra del Fuego,Shale gas,0
2017,8,2017-08,Tierra del Fuego,Tight gas,0
2017,9,2017-09,Chubut,Producción convencional,289105.632025399
2017,9,2017-09,Chubut,Shale gas,1.62
2017,9,2017-09,Chubut,Tight gas,0
2017,9,2017-09,Estado Nacional,Producción convencional,388688.692
2017,9,2017-09,Estado Nacional,Shale gas,0
2017,9,2017-09,Estado Nacional,Tight gas,0
2017,9,2017-09,Formosa,Producción convencional,1910.446
2017,9,2017-09,Formosa,Shale gas,0
2017,9,2017-09,Formosa,Tight gas,0
2017,9,2017-09,Jujuy,Producción convencional,299.15
2017,9,2017-09,Jujuy,Shale gas,0
2017,9,2017-09,Jujuy,Tight gas,0
2017,9,2017-09,La Pampa,Producción convencional,31028.04000000
2017,9,2017-09,La Pampa,Shale gas,0
2017,9,2017-09,La Pampa,Tight gas,0
2017,9,2017-09,La Rioja,Producción convencional,0
2017,9,2017-09,La Rioja,Shale gas,0
2017,9,2017-09,La Rioja,Tight gas,0
2017,9,2017-09,Mendoza,Producción convencional,148956.17121000
2017,9,2017-09,Mendoza,Shale gas,108.08
2017,9,2017-09,Mendoza,Tight gas,4312.95
2017,9,2017-09,Neuquén,Producción convencional,943088.6773603032259
2017,9,2017-09,Neuquén,Shale gas,190167.88002
2017,9,2017-09,Neuquén,Tight gas,711539.2396196967741
2017,9,2017-09,Rio Negro,Producción convencional,70865.49888000
2017,9,2017-09,Rio Negro,Shale gas,0
2017,9,2017-09,Rio Negro,Tight gas,79568.06912
2017,9,2017-09,Salta,Producción convencional,189170.36400000
2017,9,2017-09,Salta,Shale gas,0
2017,9,2017-09,Salta,Tight gas,0
2017,9,2017-09,San Juan,Producción convencional,0
2017,9,2017-09,San Juan,Shale gas,0
2017,9,2017-09,San Juan,Tight gas,0
2017,9,2017-09,Santa Cruz,Producción convencional,258793.166195
2017,9,2017-09,Santa Cruz,Shale gas,0
2017,9,2017-09,Santa Cruz,Tight gas,30280.371
2017,9,2017-09,Tierra del Fuego,Producción convencional,364668.829
2017,9,2017-09,Tierra del Fuego,Shale gas,0
2017,9,2017-09,Tierra del Fuego,Tight gas,0
2017,10,2017-10,Chubut,Producción convencional,295178.963192378
2017,10,2017-10,Chubut,Shale gas,5.81
2017,10,2017-10,Chubut,Tight gas,0
2017,10,2017-10,Estado Nacional,Producción convencional,414691.566
2017,10,2017-10,Estado Nacional,Shale gas,0
2017,10,2017-10,Estado Nacional,Tight gas,0
2017,10,2017-10,Formosa,Producción convencional,1998.980
2017,10,2017-10,Formosa,Shale gas,0
2017,10,2017-10,Formosa,Tight gas,0
2017,10,2017-10,Jujuy,Producción convencional,303.21
2017,10,2017-10,Jujuy,Shale gas,0
2017,10,2017-10,Jujuy,Tight gas,0
2017,10,2017-10,La Pampa,Producción convencional,53070.55800000
2017,10,2017-10,La Pampa,Shale gas,0
2017,10,2017-10,La Pampa,Tight gas,0
2017,10,2017-10,La Rioja,Producción convencional,0
2017,10,2017-10,La Rioja,Shale gas,0
2017,10,2017-10,La Rioja,Tight gas,0
2017,10,2017-10,Mendoza,Producción convencional,152149.42847000
2017,10,2017-10,Mendoza,Shale gas,238.42
2017,10,2017-10,Mendoza,Tight gas,4257.67
2017,10,2017-10,Neuquén,Producción convencional,954141.1257315558796
2017,10,2017-10,Neuquén,Shale gas,225605.18006
2017,10,2017-10,Neuquén,Tight gas,708823.7252084441204
2017,10,2017-10,Rio Negro,Producción convencional,71608.09205000
2017,10,2017-10,Rio Negro,Shale gas,0
2017,10,2017-10,Rio Negro,Tight gas,88483.15095
2017,10,2017-10,Salta,Producción convencional,193991.33800000
2017,10,2017-10,Salta,Shale gas,0
2017,10,2017-10,Salta,Tight gas,0
2017,10,2017-10,San Juan,Producción convencional,0
2017,10,2017-10,San Juan,Shale gas,0
2017,10,2017-10,San Juan,Tight gas,0
2017,10,2017-10,Santa Cruz,Producción convencional,286350.862164
2017,10,2017-10,Santa Cruz,Shale gas,0
2017,10,2017-10,Santa Cruz,Tight gas,37516.433
2017,10,2017-10,Tierra del Fuego,Producción convencional,381060.555
2017,10,2017-10,Tierra del Fuego,Shale gas,0
2017,10,2017-10,Tierra del Fuego,Tight gas,0
2017,11,2017-11,Chubut,Producción convencional,276254.680272227
2017,11,2017-11,Chubut,Shale gas,0
2017,11,2017-11,Chubut,Tight gas,0
2017,11,2017-11,Estado Nacional,Producción convencional,360103.982
2017,11,2017-11,Estado Nacional,Shale gas,0
2017,11,2017-11,Estado Nacional,Tight gas,0
2017,11,2017-11,Formosa,Producción convencional,2044.105
2017,11,2017-11,Formosa,Shale gas,0
2017,11,2017-11,Formosa,Tight gas,0
2017,11,2017-11,Jujuy,Producción convencional,274.750
2017,11,2017-11,Jujuy,Shale gas,0
2017,11,2017-11,Jujuy,Tight gas,0
2017,11,2017-11,La Pampa,Producción convencional,48625.56800000
2017,11,2017-11,La Pampa,Shale gas,0
2017,11,2017-11,La Pampa,Tight gas,0
2017,11,2017-11,La Rioja,Producción convencional,0
2017,11,2017-11,La Rioja,Shale gas,0
2017,11,2017-11,La Rioja,Tight gas,0
2017,11,2017-11,Mendoza,Producción convencional,139295.12275000
2017,11,2017-11,Mendoza,Shale gas,196.47
2017,11,2017-11,Mendoza,Tight gas,4040.97
2017,11,2017-11,Neuquén,Producción convencional,884018.8738167126367
2017,11,2017-11,Neuquén,Shale gas,225897.387387
2017,11,2017-11,Neuquén,Tight gas,630393.5227962873633
2017,11,2017-11,Rio Negro,Producción convencional,68030.79800000
2017,11,2017-11,Rio Negro,Shale gas,0
2017,11,2017-11,Rio Negro,Tight gas,88292.42700
2017,11,2017-11,Salta,Producción convencional,185432.91200000
2017,11,2017-11,Salta,Shale gas,0
2017,11,2017-11,Salta,Tight gas,0
2017,11,2017-11,San Juan,Producción convencional,0
2017,11,2017-11,San Juan,Shale gas,0
2017,11,2017-11,San Juan,Tight gas,0
2017,11,2017-11,Santa Cruz,Producción convencional,280233.927414
2017,11,2017-11,Santa Cruz,Shale gas,0
2017,11,2017-11,Santa Cruz,Tight gas,40188.148
2017,11,2017-11,Tierra del Fuego,Producción convencional,342520.321
2017,11,2017-11,Tierra del Fuego,Shale gas,0
2017,11,2017-11,Tierra del Fuego,Tight gas,0
2017,12,2017-12,Chubut,Producción convencional,292666.586927229
2017,12,2017-12,Chubut,Shale gas,0
2017,12,2017-12,Chubut,Tight gas,0
2017,12,2017-12,Estado Nacional,Producción convencional,401530.252
2017,12,2017-12,Estado Nacional,Shale gas,0
2017,12,2017-12,Estado Nacional,Tight gas,0
2017,12,2017-12,Formosa,Producción convencional,2076.559
2017,12,2017-12,Formosa,Shale gas,0
2017,12,2017-12,Formosa,Tight gas,0
2017,12,2017-12,Jujuy,Producción convencional,268.09
2017,12,2017-12,Jujuy,Shale gas,0
2017,12,2017-12,Jujuy,Tight gas,0
2017,12,2017-12,La Pampa,Producción convencional,48681.86999999
2017,12,2017-12,La Pampa,Shale gas,0
2017,12,2017-12,La Pampa,Tight gas,0
2017,12,2017-12,La Rioja,Producción convencional,0
2017,12,2017-12,La Rioja,Shale gas,0
2017,12,2017-12,La Rioja,Tight gas,0
2017,12,2017-12,Mendoza,Producción convencional,145179.72100001
2017,12,2017-12,Mendoza,Shale gas,161.57
2017,12,2017-12,Mendoza,Tight gas,4340.95
2017,12,2017-12,Neuquén,Producción convencional,902340.1576586720257
2017,12,2017-12,Neuquén,Shale gas,256956.07553
2017,12,2017-12,Neuquén,Tight gas,690888.6428113279743
2017,12,2017-12,Rio Negro,Producción convencional,66219.04500000
2017,12,2017-12,Rio Negro,Shale gas,0
2017,12,2017-12,Rio Negro,Tight gas,96468.502
2017,12,2017-12,Salta,Producción convencional,190853.78900000
2017,12,2017-12,Salta,Shale gas,0
2017,12,2017-12,Salta,Tight gas,0
2017,12,2017-12,San Juan,Producción convencional,0
2017,12,2017-12,San Juan,Shale gas,0
2017,12,2017-12,San Juan,Tight gas,0
2017,12,2017-12,Santa Cruz,Producción convencional,294525.086688
2017,12,2017-12,Santa Cruz,Shale gas,0
2017,12,2017-12,Santa Cruz,Tight gas,44938.744
2017,12,2017-12,Tierra del Fuego,Producción convencional,375873.036
2017,12,2017-12,Tierra del Fuego,Shale gas,0
2017,12,2017-12,Tierra del Fuego,Tight gas,0
2018,1,2018-01,Chubut,Producción convencional,291393.587028951
2018,1,2018-01,Chubut,Shale gas,0
2018,1,2018-01,Chubut,Tight gas,0
2018,1,2018-01,Estado Nacional,Producción convencional,410465.32
2018,1,2018-01,Estado Nacional,Shale gas,0
2018,1,2018-01,Estado Nacional,Tight gas,0
2018,1,2018-01,Formosa,Producción convencional,2056.126
2018,1,2018-01,Formosa,Shale gas,0
2018,1,2018-01,Formosa,Tight gas,0
2018,1,2018-01,Jujuy,Producción convencional,298.310
2018,1,2018-01,Jujuy,Shale gas,0
2018,1,2018-01,Jujuy,Tight gas,0
2018,1,2018-01,La Pampa,Producción convencional,29886.20200000
2018,1,2018-01,La Pampa,Shale gas,0
2018,1,2018-01,La Pampa,Tight gas,0
2018,1,2018-01,La Rioja,Producción convencional,0
2018,1,2018-01,La Rioja,Shale gas,0
2018,1,2018-01,La Rioja,Tight gas,0
2018,1,2018-01,Mendoza,Producción convencional,147337.14166999
2018,1,2018-01,Mendoza,Shale gas,107.17
2018,1,2018-01,Mendoza,Tight gas,4847.99
2018,1,2018-01,Neuquén,Producción convencional,898319.3848973677384
2018,1,2018-01,Neuquén,Shale gas,283948.379798
2018,1,2018-01,Neuquén,Tight gas,712166.2473046322616
2018,1,2018-01,Rio Negro,Producción convencional,64727.51100000
2018,1,2018-01,Rio Negro,Shale gas,0
2018,1,2018-01,Rio Negro,Tight gas,101032.599
2018,1,2018-01,Salta,Producción convencional,188728.51300000
2018,1,2018-01,Salta,Shale gas,0
